asciiname,lat,lon,country,admin_code,tz,population,country_name,region,sub_region
Raigarh Fort,18.25,73.43333,IN,16,Asia/Kolkata,2207929,India,Asia,Southern Asia
Raigarh,21.9,83.4,IN,37,Asia/Kolkata,121278,India,Asia,Southern Asia
Raiganj,25.61281,88.12449,IN,28,Asia/Kolkata,170252,India,Asia,Southern Asia
Raichur,16.2047,77.354,IN,19,Asia/Kolkata,225962,India,Asia,Southern Asia
Raghogarh,24.44406,77.19824,IN,35,Asia/Kolkata,63873,India,Asia,Southern Asia
Rae Bareli,26.2191,81.24499,IN,36,Asia/Kolkata,186433,India,Asia,Southern Asia
Rabkavi,16.47567,75.1106,IN,19,Asia/Kolkata,73835,India,Asia,Southern Asia
Kollam,8.88113,76.58469,IN,13,Asia/Kolkata,394163,India,Asia,Southern Asia
Puttur,12.75975,75.20169,IN,19,Asia/Kolkata,53331,India,Asia,Southern Asia
Pusad,19.9089,77.56825,IN,16,Asia/Kolkata,71588,India,Asia,Southern Asia
Puruliya,23.33062,86.36303,IN,28,Asia/Kolkata,122533,India,Asia,Southern Asia
Purnia,25.77895,87.47422,IN,34,Asia/Kolkata,198453,India,Asia,Southern Asia
Puri,19.79825,85.82494,IN,21,Asia/Kolkata,170841,India,Asia,Southern Asia
Pune,18.51957,73.85535,IN,16,Asia/Kolkata,2935744,India,Asia,Southern Asia
Punasa,22.23544,76.39295,IN,35,Asia/Kolkata,350000,India,Asia,Southern Asia
Puliyangudi,9.17489,77.39799,IN,25,Asia/Kolkata,62494,India,Asia,Southern Asia
Pudukkottai,10.38128,78.82141,IN,25,Asia/Kolkata,112118,India,Asia,Southern Asia
Proddatur,14.7502,78.54813,IN,02,Asia/Kolkata,177797,India,Asia,Southern Asia
Port Blair,11.66667,92.75,IN,01,Asia/Kolkata,112050,India,Asia,Southern Asia
Porbandar,21.64219,69.60929,IN,09,Asia/Kolkata,138872,India,Asia,Southern Asia
Ponnuru,16.06547,80.55203,IN,02,Asia/Kolkata,57170,India,Asia,Southern Asia
Ponnani,10.76695,75.92523,IN,13,Asia/Kolkata,105512,India,Asia,Southern Asia
Puducherry,11.93381,79.82979,IN,22,Asia/Kolkata,227411,India,Asia,Southern Asia
Pollachi,10.65825,77.0085,IN,25,Asia/Kolkata,88214,India,Asia,Southern Asia
Pithapuram,17.1168,82.25284,IN,02,Asia/Kolkata,52709,India,Asia,Southern Asia
Pimpri,18.62292,73.80696,IN,16,Asia/Kolkata,1284606,India,Asia,Southern Asia
Pilkhua,28.71348,77.65539,IN,36,Asia/Kolkata,74212,India,Asia,Southern Asia
Pilibhit,28.63098,79.80338,IN,36,Asia/Kolkata,131008,India,Asia,Southern Asia
Phaltan,17.99113,74.43177,IN,16,Asia/Kolkata,53202,India,Asia,Southern Asia
Phagwara,31.2185,75.77166,IN,23,Asia/Kolkata,100146,India,Asia,Southern Asia
Petlad,22.47681,72.79995,IN,09,Asia/Kolkata,51819,India,Asia,Southern Asia
Payyannur,12.0935,75.20249,IN,13,Asia/Kolkata,70069,India,Asia,Southern Asia
Pattukkottai,10.42358,79.31949,IN,25,Asia/Kolkata,67982,India,Asia,Southern Asia
Patna,25.60222,85.11936,IN,34,Asia/Kolkata,1599920,India,Asia,Southern Asia
Patiala,30.32715,76.40266,IN,23,Asia/Kolkata,329224,India,Asia,Southern Asia
Pathankot,32.27306,75.65256,IN,23,Asia/Kolkata,174306,India,Asia,Southern Asia
Patan,23.8507,72.12963,IN,09,Asia/Kolkata,117863,India,Asia,Southern Asia
Parvatipuram,18.78303,83.42668,IN,02,Asia/Kolkata,52085,India,Asia,Southern Asia
Parli Vaijnath,18.85018,76.53211,IN,16,Asia/Kolkata,94863,India,Asia,Southern Asia
Parbhani,19.26855,76.77081,IN,16,Asia/Kolkata,289629,India,Asia,Southern Asia
Paramagudi,9.54633,78.5907,IN,25,Asia/Kolkata,85695,India,Asia,Southern Asia
Paradip Garh,20.31641,86.6085,IN,21,Asia/Kolkata,85868,India,Asia,Southern Asia
Panvel,18.98878,73.11013,IN,16,Asia/Kolkata,128046,India,Asia,Southern Asia
Panruti,11.77662,79.55269,IN,25,Asia/Kolkata,56586,India,Asia,Southern Asia
Panipat,29.39005,76.96949,IN,10,Asia/Kolkata,292808,India,Asia,Southern Asia
Panihati,22.69089,88.37404,IN,28,Asia/Kolkata,378705,India,Asia,Southern Asia
Pandharpur,17.67924,75.33098,IN,16,Asia/Kolkata,95665,India,Asia,Southern Asia
Panaji,15.49574,73.82624,IN,33,Asia/Kolkata,65586,India,Asia,Southern Asia
Palwal,28.14327,77.32698,IN,10,Asia/Kolkata,121965,India,Asia,Southern Asia
Paloncha,17.60184,80.70509,IN,02,Asia/Kolkata,75224,India,Asia,Southern Asia
Palani,10.45034,77.5209,IN,25,Asia/Kolkata,66085,India,Asia,Southern Asia
Pallavaram,12.96796,80.15025,IN,25,Asia/Kolkata,157145,India,Asia,Southern Asia
Palitana,21.52519,71.82308,IN,09,Asia/Kolkata,55913,India,Asia,Southern Asia
Pali,25.77276,73.32335,IN,24,Asia/Kolkata,210103,India,Asia,Southern Asia
Palakkad,10.7744,76.65625,IN,13,Asia/Kolkata,132728,India,Asia,Southern Asia
Palghar,19.69693,72.76543,IN,16,Asia/Kolkata,72335,India,Asia,Southern Asia
Palasa,18.77257,84.41012,IN,02,Asia/Kolkata,65833,India,Asia,Southern Asia
Palanpur,24.17097,72.43821,IN,09,Asia/Kolkata,123294,India,Asia,Southern Asia
Palakollu,16.5167,81.73,IN,02,Asia/Kolkata,57341,India,Asia,Southern Asia
Ottappalam,10.77094,76.37844,IN,13,Asia/Kolkata,50913,India,Asia,Southern Asia
Osmanabad,18.18158,76.0389,IN,16,Asia/Kolkata,85521,India,Asia,Southern Asia
Orai,25.99074,79.45315,IN,36,Asia/Kolkata,158265,India,Asia,Southern Asia
Ongole,15.50642,80.04867,IN,02,Asia/Kolkata,172872,India,Asia,Southern Asia
Obra,24.41656,82.9859,IN,36,Asia/Kolkata,56110,India,Asia,Southern Asia
Nuzvid,16.78806,80.84646,IN,02,Asia/Kolkata,53391,India,Asia,Southern Asia
North Lakhimpur,27.23517,94.10357,IN,03,Asia/Kolkata,59841,India,Asia,Southern Asia
Nokha,27.56155,73.47141,IN,24,Asia/Kolkata,55911,India,Asia,Southern Asia
Nizamabad,18.67154,78.0988,IN,02,Asia/Kolkata,305438,India,Asia,Southern Asia
Nirmal,19.09685,78.34406,IN,02,Asia/Kolkata,80982,India,Asia,Southern Asia
Nipani,16.399,74.38285,IN,16,Asia/Kolkata,60351,India,Asia,Southern Asia
Nimbahera,24.62166,74.67999,IN,24,Asia/Kolkata,58085,India,Asia,Southern Asia
Neyyattinkara,8.39854,77.08586,IN,13,Asia/Kolkata,88104,India,Asia,Southern Asia
New Delhi,28.63576,77.22445,IN,07,Asia/Kolkata,317797,India,Asia,Southern Asia
Nellore,14.45363,79.98674,IN,02,Asia/Kolkata,404158,India,Asia,Southern Asia
Nedumangad,8.60267,77.00139,IN,13,Asia/Kolkata,58278,India,Asia,Southern Asia
Nawalgarh,27.85161,75.27384,IN,24,Asia/Kolkata,58346,India,Asia,Southern Asia
Nawada,24.8867,85.54364,IN,34,Asia/Kolkata,96730,India,Asia,Southern Asia
Nawabganj,26.93109,81.19934,IN,36,Asia/Kolkata,79246,India,Asia,Southern Asia
Navadwip,23.4067,88.3686,IN,28,Asia/Kolkata,111123,India,Asia,Southern Asia
Nasirabad,26.30473,74.73364,IN,24,Asia/Kolkata,51747,India,Asia,Southern Asia
Nasik,19.98333,73.8,IN,16,Asia/Kolkata,1289497,India,Asia,Southern Asia
Narwana,29.59489,76.11816,IN,10,Asia/Kolkata,55850,India,Asia,Southern Asia
Narnaul,28.04444,76.10833,IN,10,Asia/Kolkata,66049,India,Asia,Southern Asia
Narasaraopet,16.2347,80.04711,IN,02,Asia/Kolkata,97194,India,Asia,Southern Asia
Narasapur,16.4361,81.70159,IN,02,Asia/Kolkata,59306,India,Asia,Southern Asia
Nanjangud,12.11802,76.68411,IN,19,Asia/Kolkata,50243,India,Asia,Southern Asia
Nangloi Jat,28.6786,77.06749,IN,07,Asia/Kolkata,194363,India,Asia,Southern Asia
Nandyal,15.48879,78.48648,IN,02,Asia/Kolkata,165337,India,Asia,Southern Asia
Nandurbar,21.36608,74.23955,IN,16,Asia/Kolkata,100703,India,Asia,Southern Asia
Nanded,19.16023,77.31497,IN,16,Asia/Kolkata,550564,India,Asia,Southern Asia
Namakkal,11.22126,78.16524,IN,25,Asia/Kolkata,55997,India,Asia,Southern Asia
Nalgonda,17.05439,79.26707,IN,02,Asia/Kolkata,121826,India,Asia,Southern Asia
Naksalbari,26.6827,88.22,IN,28,Asia/Kolkata,57283,India,Asia,Southern Asia
Najibabad,29.61207,78.34338,IN,36,Asia/Kolkata,84006,India,Asia,Southern Asia
Naihati,22.89396,88.4152,IN,28,Asia/Kolkata,253221,India,Asia,Southern Asia
Nagpur,21.15,79.1,IN,16,Asia/Kolkata,2228018,India,Asia,Southern Asia
Nagina,29.44439,78.43488,IN,36,Asia/Kolkata,76593,India,Asia,Southern Asia
Nagercoil,8.17731,77.43437,IN,25,Asia/Kolkata,213858,India,Asia,Southern Asia
Nagda,23.45834,75.41759,IN,35,Asia/Kolkata,103501,India,Asia,Southern Asia
Nagaur,27.20201,73.73394,IN,24,Asia/Kolkata,96847,India,Asia,Southern Asia
Nagappattinam,10.76393,79.84454,IN,25,Asia/Kolkata,94238,India,Asia,Southern Asia
Nadiad,22.69385,72.86157,IN,09,Asia/Kolkata,202067,India,Asia,Southern Asia
Nabha,30.37475,76.15077,IN,23,Asia/Kolkata,64640,India,Asia,Southern Asia
Mysore,12.29791,76.63925,IN,19,Asia/Kolkata,868313,India,Asia,Southern Asia
Muzaffarpur,26.12259,85.39055,IN,34,Asia/Kolkata,333200,India,Asia,Southern Asia
Muzaffarnagar,29.47394,77.70414,IN,36,Asia/Kolkata,349706,India,Asia,Southern Asia
Murwara,23.83677,80.39482,IN,35,Asia/Kolkata,195856,India,Asia,Southern Asia
Muradnagar,28.7809,77.49865,IN,36,Asia/Kolkata,89482,India,Asia,Southern Asia
Munnar,10.08873,77.06269,IN,13,Asia/Kolkata,68000,India,Asia,Southern Asia
Munger,25.37556,86.47352,IN,34,Asia/Kolkata,203163,India,Asia,Southern Asia
Muktsar,30.47764,74.51513,IN,23,Asia/Kolkata,89833,India,Asia,Southern Asia
Mughal Sarai,25.28183,83.12096,IN,36,Asia/Kolkata,98043,India,Asia,Southern Asia
Mubarakpur,26.08866,83.29088,IN,36,Asia/Kolkata,53263,India,Asia,Southern Asia
Motihari,26.65738,84.91922,IN,34,Asia/Kolkata,112144,India,Asia,Southern Asia
Morena,26.50286,78.00163,IN,35,Asia/Kolkata,152004,India,Asia,Southern Asia
Morbi,22.8173,70.8377,IN,09,Asia/Kolkata,118022,India,Asia,Southern Asia
Moradabad,28.83893,78.776840000000007,IN,36,Asia/Kolkata,721139,India,Asia,Southern Asia
Mokama,25.39679,85.91923,IN,34,Asia/Kolkata,55203,India,Asia,Southern Asia
Moga,30.81571,75.17419,IN,23,Asia/Kolkata,130549,India,Asia,Southern Asia
Modasa,23.46254,73.29857,IN,09,Asia/Kolkata,58970,India,Asia,Southern Asia
Mirzapur,25.14582,82.56975,IN,36,Asia/Kolkata,220029,India,Asia,Southern Asia
Mirialguda,16.8722,79.56247,IN,02,Asia/Kolkata,101234,India,Asia,Southern Asia
Mettur,11.78796,77.8008,IN,25,Asia/Kolkata,56743,India,Asia,Southern Asia
Mettupalayam,11.29971,76.93485,IN,25,Asia/Kolkata,66944,India,Asia,Southern Asia
Meerut,28.97155,77.71934,IN,36,Asia/Kolkata,1223184,India,Asia,Southern Asia
Medinipur,22.42114,87.32257,IN,28,Asia/Kolkata,153349,India,Asia,Southern Asia
Mayiladuthurai,11.10354,79.655,IN,25,Asia/Kolkata,86660,India,Asia,Southern Asia
Mawana,29.10436,77.92134,IN,36,Asia/Kolkata,76973,India,Asia,Southern Asia
Mau,25.94167,83.56111,IN,36,Asia/Kolkata,246050,India,Asia,Southern Asia
Mathura,27.50199,77.6833,IN,36,Asia/Kolkata,330511,India,Asia,Southern Asia
Masaurhi Buzurg,25.35249,85.03445,IN,34,Asia/Kolkata,53440,India,Asia,Southern Asia
Marmagao,15.40927,73.78868,IN,33,Asia/Kolkata,102345,India,Asia,Southern Asia
Markapur,15.74041,79.27056,IN,02,Asia/Kolkata,63982,India,Asia,Southern Asia
Mansa,29.99092,75.4012,IN,23,Asia/Kolkata,80018,India,Asia,Southern Asia
Mannargudi,10.66626,79.45064,IN,25,Asia/Kolkata,63148,India,Asia,Southern Asia
Mannarakkat,10.9914,76.4596,IN,13,Asia/Kolkata,50921,India,Asia,Southern Asia
Manmad,20.25247,74.44115,IN,16,Asia/Kolkata,76722,India,Asia,Southern Asia
Manjeri,11.1172,76.11987,IN,13,Asia/Kolkata,89201,India,Asia,Southern Asia
Mangrol,21.12268,70.11484,IN,09,Asia/Kolkata,58989,India,Asia,Southern Asia
Mangalore,12.91723,74.85603,IN,19,Asia/Kolkata,417387,India,Asia,Southern Asia
Mangalagiri,16.40348,80.55846,IN,02,Asia/Kolkata,59391,India,Asia,Southern Asia
Mandya,12.52145,76.89527,IN,19,Asia/Kolkata,134845,India,Asia,Southern Asia
Mandu,22.36667,75.38333,IN,35,Asia/Kolkata,300000,India,Asia,Southern Asia
Mandsaur,24.07184,75.06986,IN,35,Asia/Kolkata,124988,India,Asia,Southern Asia
Mancheral,18.87074,79.42863,IN,02,Asia/Kolkata,77998,India,Asia,Southern Asia
Malkapur,20.8856,76.20371,IN,16,Asia/Kolkata,64812,India,Asia,Southern Asia
Maler Kotla,30.5309,75.87949,IN,23,Asia/Kolkata,113840,India,Asia,Southern Asia
Malegaon,20.5537,74.528809999999993,IN,16,Asia/Kolkata,435362,India,Asia,Southern Asia
Malaut,30.21108,74.48223,IN,23,Asia/Kolkata,76616,India,Asia,Southern Asia
Malappuram,11.04019,76.08237,IN,13,Asia/Kolkata,61743,India,Asia,Southern Asia
Makrana,27.04361,74.72445,IN,24,Asia/Kolkata,93904,India,Asia,Southern Asia
Mainpuri,27.23,79.02882,IN,36,Asia/Kolkata,94619,India,Asia,Southern Asia
Mahoba,25.29222,79.87231,IN,36,Asia/Kolkata,89170,India,Asia,Southern Asia
Mahbubnagar,16.74385,77.98597,IN,02,Asia/Kolkata,136135,India,Asia,Southern Asia
Mahasamund,21.1104,82.09796,IN,37,Asia/Kolkata,50441,India,Asia,Southern Asia
Madurai,9.91735,78.11962,IN,25,Asia/Kolkata,909908,India,Asia,Southern Asia
Chennai,13.08784,80.27847,IN,25,Asia/Kolkata,4328063,India,Asia,Southern Asia
Madhyamgram,22.68944,88.44594,IN,28,Asia/Kolkata,161126,India,Asia,Southern Asia
Madhupur,24.27419,86.63929,IN,38,Asia/Kolkata,50671,India,Asia,Southern Asia
Madhubani,26.35367,86.07169,IN,34,Asia/Kolkata,71582,India,Asia,Southern Asia
Madhipura,25.92127,86.79271,IN,34,Asia/Kolkata,50570,India,Asia,Southern Asia
Madgaon,15.27501,73.95786,IN,33,Asia/Kolkata,86818,India,Asia,Southern Asia
Madanapalle,13.5503,78.50288,IN,02,Asia/Kolkata,108593,India,Asia,Southern Asia
Machilipatnam,16.18747,81.13888,IN,02,Asia/Kolkata,192827,India,Asia,Southern Asia
Macherla,16.48333,79.43333,IN,02,Asia/Kolkata,51039,India,Asia,Southern Asia
Lunglei,22.89247,92.74218,IN,31,Asia/Kolkata,52728,India,Asia,Southern Asia
Ludhiana,30.90015,75.85229,IN,23,Asia/Kolkata,1545368,India,Asia,Southern Asia
Lucknow,26.83928,80.92313,IN,36,Asia/Kolkata,2472011,India,Asia,Southern Asia
Luckeesarai,25.1765,86.0947,IN,34,Asia/Kolkata,89500,India,Asia,Southern Asia
Loni,28.75153,77.288,IN,36,Asia/Kolkata,164810,India,Asia,Southern Asia
Lonavale,18.75275,73.40575,IN,16,Asia/Kolkata,58562,India,Asia,Southern Asia
Lohardaga,23.43313,84.67982,IN,38,Asia/Kolkata,53032,India,Asia,Southern Asia
Latur,18.39721,76.56784,IN,16,Asia/Kolkata,348967,India,Asia,Southern Asia
Lalitpur,24.69054,78.41888,IN,36,Asia/Kolkata,126475,India,Asia,Southern Asia
Lakhimpur,27.952,80.78257,IN,36,Asia/Kolkata,140223,India,Asia,Southern Asia
Laharpur,27.71008,80.90069,IN,36,Asia/Kolkata,55911,India,Asia,Southern Asia
Ladnun,27.65312,74.39993,IN,24,Asia/Kolkata,60490,India,Asia,Southern Asia
Kunnamkulam,10.6484,76.07063,IN,13,Asia/Kolkata,63903,India,Asia,Southern Asia
Kundla,21.34222,71.30633,IN,09,Asia/Kolkata,76809,India,Asia,Southern Asia
Kumbakonam,10.96209,79.39124,IN,25,Asia/Kolkata,139264,India,Asia,Southern Asia
Kulti,23.73166,86.84372,IN,28,Asia/Kolkata,305405,India,Asia,Southern Asia
Kukatpalli,17.48486,78.41376,IN,02,Asia/Kolkata,341709,India,Asia,Southern Asia
Kuchaman,27.14745,74.85655,IN,24,Asia/Kolkata,56725,India,Asia,Southern Asia
Krishnanagar,23.40576,88.49073,IN,28,Asia/Kolkata,145926,India,Asia,Southern Asia
Krishnagiri,12.51921,78.21382,IN,25,Asia/Kolkata,66419,India,Asia,Southern Asia
Kozhikode,11.24802,75.7804,IN,13,Asia/Kolkata,439922,India,Asia,Southern Asia
Kovilpatti,9.17167,77.86989,IN,25,Asia/Kolkata,90296,India,Asia,Southern Asia
Kottayam,9.58692,76.52132,IN,13,Asia/Kolkata,59437,India,Asia,Southern Asia
Kottagudem,17.55106,80.61779,IN,02,Asia/Kolkata,79247,India,Asia,Southern Asia
Kota,25.18254,75.83906,IN,24,Asia/Kolkata,763088,India,Asia,Southern Asia
Kosi,27.794,77.4383,IN,36,Asia/Kolkata,52492,India,Asia,Southern Asia
Korba,22.3458,82.69633,IN,37,Asia/Kolkata,419146,India,Asia,Southern Asia
Koratla,18.82154,78.71186,IN,02,Asia/Kolkata,60231,India,Asia,Southern Asia
Koppal,15.34522,76.15478,IN,19,Asia/Kolkata,60868,India,Asia,Southern Asia
Kopargaon,19.88239,74.47605,IN,16,Asia/Kolkata,65116,India,Asia,Southern Asia
Konnagar,22.70508,88.34446,IN,28,Asia/Kolkata,76082,India,Asia,Southern Asia
Konch,25.99451,79.15127,IN,36,Asia/Kolkata,52773,India,Asia,Southern Asia
Kollegal,12.1569,77.10694,IN,19,Asia/Kolkata,56497,India,Asia,Southern Asia
Kolhapur,16.69563,74.23167,IN,16,Asia/Kolkata,516142,India,Asia,Southern Asia
Kolar,13.13671,78.12917,IN,19,Asia/Kolkata,126441,India,Asia,Southern Asia
Kohima,25.67467,94.11099,IN,20,Asia/Kolkata,92113,India,Asia,Southern Asia
Kodar,16.9985,79.9656,IN,02,Asia/Kolkata,59170,India,Asia,Southern Asia
Koch Bihar,26.32539,89.44508,IN,28,Asia/Kolkata,78737,India,Asia,Southern Asia
Kishangarh,26.5741,74.86685,IN,24,Asia/Kolkata,131749,India,Asia,Southern Asia
Kishanganj,26.10282,87.95205,IN,28,Asia/Kolkata,94807,India,Asia,Southern Asia
Kiratpur,29.50512,78.2033,IN,36,Asia/Kolkata,60223,India,Asia,Southern Asia
Khurja,28.25436,77.85436,IN,36,Asia/Kolkata,105909,India,Asia,Southern Asia
Khopoli,18.78562,73.34589,IN,16,Asia/Kolkata,64460,India,Asia,Southern Asia
Khatauli,29.2788,77.73196,IN,36,Asia/Kolkata,64731,India,Asia,Southern Asia
Khargon,21.82526,75.6107,IN,35,Asia/Kolkata,94985,India,Asia,Southern Asia
Khardah,22.71861,88.37806,IN,28,Asia/Kolkata,128346,India,Asia,Southern Asia
Kharagpur,22.33971,87.32501,IN,28,Asia/Kolkata,219665,India,Asia,Southern Asia
Khanna,30.703,76.22106,IN,23,Asia/Kolkata,117137,India,Asia,Southern Asia
Khandwa,21.82451,76.35202,IN,35,Asia/Kolkata,182841,India,Asia,Southern Asia
Khammam,17.24767,80.14368,IN,02,Asia/Kolkata,170503,India,Asia,Southern Asia
Khamgaon,20.70738,76.56827,IN,16,Asia/Kolkata,94604,India,Asia,Southern Asia
Khambhat,22.31744,72.61916,IN,09,Asia/Kolkata,81328,India,Asia,Southern Asia
Khagaul,25.58282,85.04548,IN,34,Asia/Kolkata,51577,India,Asia,Southern Asia
Khadki,18.5635,73.85205,IN,16,Asia/Kolkata,75654,India,Asia,Southern Asia
Keshod,21.30328,70.24861,IN,09,Asia/Kolkata,68518,India,Asia,Southern Asia
Kayankulam,9.17243,76.50017,IN,13,Asia/Kolkata,64183,India,Asia,Southern Asia
Kavali,14.91582,79.9912,IN,02,Asia/Kolkata,83352,India,Asia,Southern Asia
Katras,23.79752,86.29834,IN,38,Asia/Kolkata,57349,India,Asia,Southern Asia
Katoya,23.64558,88.13258,IN,28,Asia/Kolkata,78408,India,Asia,Southern Asia
Katihar,25.53852,87.57044,IN,34,Asia/Kolkata,192555,India,Asia,Southern Asia
Kashipur,29.21398,78.95693,IN,39,Asia/Kolkata,103138,India,Asia,Southern Asia
Kasganj,27.80544,78.64602,IN,36,Asia/Kolkata,99462,India,Asia,Southern Asia
Kasaragod,12.49838,74.98959,IN,13,Asia/Kolkata,53309,India,Asia,Southern Asia
Karwar,14.81361,74.12972,IN,19,Asia/Kolkata,64457,India,Asia,Southern Asia
Karur,10.95771,78.08095,IN,25,Asia/Kolkata,76915,India,Asia,Southern Asia
Karol Bagh,28.65156,77.18858,IN,07,Asia/Kolkata,505241,India,Asia,Southern Asia
Karnal,29.69009,76.98839,IN,10,Asia/Kolkata,225049,India,Asia,Southern Asia
Karimnagar,18.43916,79.12856,IN,02,Asia/Kolkata,228745,India,Asia,Southern Asia
Karimganj,24.86919,92.35544,IN,03,Asia/Kolkata,55290,India,Asia,Southern Asia
Karauli,26.49831,77.02755,IN,24,Asia/Kolkata,73717,India,Asia,Southern Asia
Karanja,20.48263,77.48748,IN,16,Asia/Kolkata,64734,India,Asia,Southern Asia
Karaikkudi,10.0661,78.76786,IN,25,Asia/Kolkata,91908,India,Asia,Southern Asia
Karaikal,10.91667,79.83333,IN,22,Asia/Kolkata,79653,India,Asia,Southern Asia
Karad,17.28937,74.18183,IN,16,Asia/Kolkata,55663,India,Asia,Southern Asia
Kapurthala,31.38011,75.38105,IN,23,Asia/Kolkata,92667,India,Asia,Southern Asia
Kanpur,26.4478,80.34627,IN,36,Asia/Kolkata,2823249,India,Asia,Southern Asia
Kannauj,27.0546,79.922,IN,36,Asia/Kolkata,76714,India,Asia,Southern Asia
Kannangad,12.30814,75.10632,IN,13,Asia/Kolkata,68450,India,Asia,Southern Asia
Kandukur,15.21542,79.9039,IN,02,Asia/Kolkata,53662,India,Asia,Southern Asia
Kandi,23.95946,88.04018,IN,28,Asia/Kolkata,54848,India,Asia,Southern Asia
Kanchipuram,12.83515,79.70006,IN,25,Asia/Kolkata,155029,India,Asia,Southern Asia
Kanakapura,12.54614,77.42099,IN,19,Asia/Kolkata,50752,India,Asia,Southern Asia
Kamthi,21.21714,79.19453,IN,16,Asia/Kolkata,86213,India,Asia,Southern Asia
Cumbum,9.73647,77.2847,IN,25,Asia/Kolkata,60828,India,Asia,Southern Asia
Kamarhati,22.67111,88.37472,IN,28,Asia/Kolkata,332965,India,Asia,Southern Asia
Kamareddi,18.32001,78.34177,IN,02,Asia/Kolkata,71042,India,Asia,Southern Asia
Kalyani,22.98333,88.48333,IN,28,Asia/Kolkata,93184,India,Asia,Southern Asia
Kalyan,19.2437,73.13554,IN,16,Asia/Kolkata,1262255,India,Asia,Southern Asia
Kalna,23.21944,88.36295,IN,28,Asia/Kolkata,53964,India,Asia,Southern Asia
Kaliyaganj,25.63442,88.32665,IN,28,Asia/Kolkata,51748,India,Asia,Southern Asia
Kakinada,16.96036,82.23809,IN,02,Asia/Kolkata,292923,India,Asia,Southern Asia
Kaithal,29.8019,76.39667,IN,10,Asia/Kolkata,140604,India,Asia,Southern Asia
Kairana,29.3959,77.20564,IN,36,Asia/Kolkata,80432,India,Asia,Southern Asia
Kadiri,14.11252,78.16027,IN,02,Asia/Kolkata,81498,India,Asia,Southern Asia
Kadi,23.29908,72.33362,IN,09,Asia/Kolkata,58066,India,Asia,Southern Asia
Kadayanallur,9.07277,77.34152,IN,25,Asia/Kolkata,77772,India,Asia,Southern Asia
Kanchrapara,22.95998,88.4285,IN,28,Asia/Kolkata,136954,India,Asia,Southern Asia
Junagadh,21.51966,70.45981,IN,09,Asia/Kolkata,184447,India,Asia,Southern Asia
Jumri Tilaiya,24.4349,85.52951,IN,38,Asia/Kolkata,76341,India,Asia,Southern Asia
Jalandhar,31.32556,75.57917,IN,23,Asia/Kolkata,785178,India,Asia,Southern Asia
Jorhat,26.75751,94.20306,IN,03,Asia/Kolkata,69033,India,Asia,Southern Asia
Jodhpur,26.26841,73.00594,IN,24,Asia/Kolkata,921476,India,Asia,Southern Asia
Jind,29.31617,76.31436,IN,10,Asia/Kolkata,161260,India,Asia,Southern Asia
Jhunjhunun,28.12559,75.39797,IN,24,Asia/Kolkata,113193,India,Asia,Southern Asia
Jharsuguda,21.86159,84.01788,IN,21,Asia/Kolkata,79492,India,Asia,Southern Asia
Jharia,23.74079,86.41456,IN,38,Asia/Kolkata,86938,India,Asia,Southern Asia
Jhargram,22.45384,86.99497,IN,28,Asia/Kolkata,57796,India,Asia,Southern Asia
Jhansi,25.45446,78.58221,IN,36,Asia/Kolkata,412927,India,Asia,Southern Asia
Jhalawar,24.59676,76.16503,IN,24,Asia/Kolkata,51884,India,Asia,Southern Asia
Jetpur,21.75482,70.62347,IN,09,Asia/Kolkata,118068,India,Asia,Southern Asia
Jaypur,18.8563,82.5716,IN,21,Asia/Kolkata,80837,India,Asia,Southern Asia
Jaunpur,25.75506,82.68361,IN,36,Asia/Kolkata,169572,India,Asia,Southern Asia
Jatani,20.15975,85.70742,IN,21,Asia/Kolkata,56003,India,Asia,Southern Asia
Jaora,23.63783,75.12711,IN,35,Asia/Kolkata,67203,India,Asia,Southern Asia
Jangipur,24.47001,88.07659,IN,28,Asia/Kolkata,82548,India,Asia,Southern Asia
Jamuria,23.70468,87.07872,IN,28,Asia/Kolkata,160242,India,Asia,Southern Asia
Jamui,24.92589,86.22574,IN,34,Asia/Kolkata,78181,India,Asia,Southern Asia
Jamshedpur,22.80278,86.18545,IN,38,Asia/Kolkata,616338,India,Asia,Southern Asia
Jamnagar,22.47292,70.06673,IN,09,Asia/Kolkata,492056,India,Asia,Southern Asia
Jammu,32.73569,74.86911,IN,12,Asia/Kolkata,465567,India,Asia,Southern Asia
Jamkhandi,16.50461,75.29146,IN,19,Asia/Kolkata,61690,India,Asia,Southern Asia
Jamalpur,25.31258,86.48888,IN,34,Asia/Kolkata,100780,India,Asia,Southern Asia
Jalpaiguri,26.51667,88.73333,IN,28,Asia/Kolkata,107832,India,Asia,Southern Asia
Jalna,19.84102,75.88636,IN,16,Asia/Kolkata,262034,India,Asia,Southern Asia
Jalgaon,21.01009,75.56843,IN,16,Asia/Kolkata,429298,India,Asia,Southern Asia
Jalaun,26.1451,79.3366,IN,36,Asia/Kolkata,55299,India,Asia,Southern Asia
Jaisalmer,26.91763,70.90387,IN,24,Asia/Kolkata,67604,India,Asia,Southern Asia
Jaipur,26.91962,75.78781,IN,24,Asia/Kolkata,2711758,India,Asia,Southern Asia
Jahangirabad,28.40338,78.10562,IN,36,Asia/Kolkata,57363,India,Asia,Southern Asia
Jahanabad,25.21398,84.98772,IN,34,Asia/Kolkata,96387,India,Asia,Southern Asia
